code;name;registration_code;registration_sub_code;registration_name
715;ПЛАМЕН ВЛАДИМИРОВ МАСАРЛИЕВ;31;1;ПЛАМЕН ВЛАДИМИРОВ МАСАРЛИЕВ
710;ДАВИД ЛЕОН ЛЕВИ;31;24;ДАВИД ЛЕОН ЛЕВИ
