section_id;registered_voters
020400002;570
020400003;582
020400004;487
020400005;585
020400006;571
020400007;573
020400008;534
020400009;619
020400010;618
020400011;638
020400012;568
020400013;592
020400014;567
020400015;658
020400016;587
020400017;567
020400018;547
020400019;600
020400020;438
020400021;606
020400022;497
020400023;463
020400024;517
020400025;428
020400026;507
020400027;393
020400028;525
020400029;552
020400030;539
020400031;592
020400032;601
020400033;370
020400034;497
020400035;436
020400036;464
020400037;549
020400038;551
020400039;514
020400040;368
020400041;462
020400042;556
020400043;500
020400044;512
020400045;456
020400046;524
020400047;552
020400048;603
020400049;557
020400050;591
020400051;618
020400052;583
020400053;628
020400054;560
020400055;668
020400056;603
020400057;579
020400058;562
020400059;551
020400060;573
020400061;642
020400062;627
020400063;585
020400064;490
020400065;539
020400066;601
020400067;477
020400068;380
020400069;439
020400070;477
020400071;544
020400072;379
020400073;372
020400074;369
020400075;334
020400076;705
020400077;637
020400078;666
020400079;626
020400080;636
020400081;594
020400082;592
020400083;634
020400084;627
020400085;499
020400086;468
020400087;154
020400088;562
020400089;561
020400090;625
020400091;509
020400092;522
020400093;602
020400094;553
020400095;575
020400096;532
020400097;591
020400098;709
020400099;502
020400100;537
020400101;590
020400102;588
020400103;497
020400104;469
020400105;470
020400106;586
020400107;558
020400108;623
020400109;577
020400110;482
020400111;498
020400112;537
020400113;495
020400114;473
020400115;607
020400116;548
020400117;492
020400118;512
020400119;572
020400120;543
020400121;463
020400122;569
020400123;602
020400124;517
020400125;514
020400126;550
020400127;559
020400128;494
020400129;583
020400130;558
020400131;604
020400132;603
020400133;665
020400134;606
020400135;632
020400136;628
020400137;559
020400138;592
020400139;674
020400140;673
020400141;640
020400142;602
020400143;607
020400144;611
020400145;620
020400146;776
020400147;633
020400148;631
020400149;654
020400150;602
020400151;566
020400152;568
020400153;515
020400154;517
020400155;689
020400156;566
020400157;556
020400158;616
020400159;535
020400160;652
020400161;584
020400162;563
020400163;558
020400164;491
020400165;522
020400166;585
020400167;585
020400168;498
020400169;482
020400170;493
020400171;527
020400172;535
020400173;581
020400174;471
020400175;460
020400176;550
020400177;608
020400178;591
020400179;584
020400180;574
020400181;570
020400182;489
020400183;478
020400184;508
020400185;532
020400186;630
020400187;580
020400188;521
020400189;590
020400190;595
020400191;552
020400192;578
020400193;532
020400194;523
020400195;576
020400196;528
020400197;471
020400198;545
020400199;600
020400200;575
020400201;454
020400202;647
020400203;697
020400204;630
020400205;230
020400206;566
020400207;523
020400208;531
020400209;455
020400210;531
020400211;600
020400212;521
020400213;606
020400214;534
020400215;500
020400216;545
020400217;533
020400218;536
020400219;542
020400220;632
020400221;502
020400222;591
020400223;530
020400224;625
020400225;594
020400226;534
020400227;611
020400228;605
020400229;753
020400230;589
020400231;598
020400232;579
020400233;634
020400234;576
020400235;551
020400236;572
020400237;476
020400238;609
020400239;563
020400240;505
020400241;521
020400242;497
020400243;536
020400244;471
020400245;585
020400246;603
020400247;657
020400248;542
020400249;592
020400250;517
020400251;540
020400252;184
020400253;769
020400254;813
020400255;720
020400256;958
020400257;795
020400258;608
020400259;555
020400260;719
020400261;674
020400262;546
020400263;571
020400264;608
020400265;544
020400266;543
020400267;673
020400268;549
020400269;622
020400270;619
020400271;653
020400272;614
020400273;598
020400274;572
020400275;598
020400276;644
020400277;520
020400278;586
020400279;613
020400280;476
020400281;640
020400282;679
020400283;700
020400284;586
020400285;664
020400286;591
020400287;705
020400288;534
020400289;649
020400290;543
020400291;565
020400292;549
020400293;618
020400294;633
020400295;568
020400296;554
020400297;653
020400298;535
020400299;593
020400300;595
020400301;516
020400302;544
020400303;595
020400304;647
020400305;569
020400306;586
020400307;555
020400308;516
020400309;653
020400310;641
020400311;628
020400312;588
020400313;606
020400314;597
020400315;557
020400316;104
020400317;237
020400318;743
020400319;855
020400320;147
020400321;417
020400322;409
020400323;362
020400324;928
020400325;69
020400326;685
020400327;560
020400328;382
020400329;5
020600001;406
020600002;564
020600003;415
020600004;503
020600005;681
020600006;844
020600007;741
020600008;494
020600009;19
020600010;16
020600011;56
020600012;32
020600014;49
020600015;73
020600016;17
020600017;658
020600018;722
020600019;21
020600020;30
020600021;326
020600022;214
020600023;182
020600024;182
020600025;33
020600028;34
020600029;50
020600030;287
020600031;34
020600032;25
020600033;33
020600034;132
020600035;87
020600038;52
020600039;278
020600040;1087
020600041;537
020600042;689
020600043;214
020800001;715
020800002;802
020800003;910
020800004;713
020800005;760
020800006;537
020800007;716
020800008;122
020800009;176
020800010;672
020800011;143
020800012;274
020800013;296
020800014;310
020800015;374
020800016;342
020800017;274
020800018;425
020800019;661
020800020;512
020800025;14
020900001;554
020900002;527
020900003;460
020900004;580
020900005;635
020900006;739
020900007;657
020900008;467
020900009;600
020900010;424
020900011;436
020900012;583
020900013;738
020900014;579
020900015;520
020900016;385
020900017;388
020900018;820
020900019;777
020900020;810
020900021;532
020900022;648
020900023;163
020900024;713
020900025;785
020900026;489
020900027;326
020900028;329
020900029;400
020900030;396
020900031;79
020900032;86
020900033;54
020900034;73
020900035;101
020900036;62
020900037;31
020900038;348
020900039;55
020900040;121
020900041;42
020900042;290
020900043;266
020900044;47
020900045;165
020900046;818
020900047;237
020900048;12
020900049;57
020900050;99
020900051;173
020900052;110
020900053;68
020900054;87
020900055;143
020900056;426
020900057;24
020900058;74
021200001;352
021200002;518
021200003;505
021200004;372
021200005;23
021200007;194
021200008;17
021200009;26
021200011;39
021200012;39
021200013;310
021200016;36
021300001;460
021300002;665
021300003;632
021300004;725
021300005;356
021300006;775
021300007;957
021300008;265
021300009;18
021300010;476
021300011;65
021300012;38
021300013;464
021300014;549
021300015;39
021300016;285
021300017;174
021300018;148
021300019;216
021300020;30
021500001;469
021500002;470
021500003;420
021500004;694
021500005;787
021500006;713
021500007;623
021500008;682
021500009;765
021500010;682
021500011;723
021500012;491
021500013;920
021500014;149
021500015;851
021500016;696
021500017;988
021500018;494
021500019;322
021500020;519
021500021;395
021500022;545
021500023;514
021500024;679
021500025;38
021500026;37
021500027;412
021500028;684
021500029;54
021500030;675
021500031;661
021500032;436
021500033;539
021500034;1116
021500035;1044
021500036;581
021700001;69
021700002;489
021700003;416
021700004;453
021700005;412
021700006;508
021700007;437
021700008;414
021700009;541
021700010;552
021700011;514
021700012;416
021700013;211
021700014;653
021700015;464
021700016;544
021700017;585
021700018;586
021700019;372
021700020;494
021700021;410
021700022;469
021700023;508
021700024;851
021700025;875
021700026;550
021700027;194
021700028;462
021700029;725
021700030;417
021700031;523
021700032;778
021700033;386
021700034;201
021700035;267
021700036;390
021700037;613
021700038;576
021700039;530
021700040;956
021700041;104
021700042;31
021700043;513
021700044;726
021700045;472
021700046;693
021700047;206
021700051;529
021800001;932
021800002;622
021800003;719
021800004;686
021800005;280
021800006;884
021800007;711
021800008;632
021800009;370
021800010;334
021800011;689
021800012;412
021800013;1090
021800015;181
021800016;437
021800017;468
021800018;789
021800019;798
021800020;498
021800021;504
021800022;687
021800023;798
021800024;369
021800025;481
021800026;395
021800027;556
021800028;637
021800029;974
021800030;704
021800031;383
021800032;222
021800033;572
021800034;807
021800035;459
021800036;375
021800037;614
021800038;341
021800039;986
021800041;529
021800042;340
021800043;623
021800044;359
021800045;481
021800046;837
021800047;680
021800048;678
021800049;364
021800051;1169
021800052;454
022100001;500
022100002;454
022100003;810
022100004;522
022100005;908
022100006;678
022100008;215
022100009;500
022100010;84
022100011;213
022100012;430
022100013;427
022100015;133
022100016;646
022100017;79
022100018;591
022100019;747
022100020;785
022100021;332
022100022;919
022100023;873
022300001;658
022300002;585
022300003;617
022300004;907
022300005;65
022300006;56
022300007;50
022300008;302
022300009;93
022300010;61
022300011;317
022300012;642
022300013;15
022300014;34
022300015;73
022300016;194
022300017;298
022300018;305
022300019;612
022300020;604
022300021;506
022300022;256
022300023;459
022300024;139
022300025;624
022300026;157
022300027;843
022300028;41
022300029;270
022300030;493
022700001;773
022700002;973
022700003;979
022700004;699
022700005;122
022700006;450
022700007;39
022700008;804
022700009;433
030100001;509
030100002;480
030100003;615
030100004;133
030100005;356
030100006;727
030100007;302
030100008;205
030100009;131
030100010;58
030100011;799
030100012;83
030100013;189
030100014;875
030100015;444
030100016;469
030100017;75
030200001;742
030200002;784
030200003;754
030200004;585
030200005;741
030200006;800
030200007;764
030200008;675
030200009;733
030200010;743
030200011;687
030200012;196
030200013;151
030200014;596
030200015;668
030200016;636
030200017;712
030200018;694
030200019;623
030200020;120
030200021;819
030200022;307
030200023;231
030200024;250
030200025;79
030200026;173
030200027;311
030200028;355
030200029;127
030200030;109
030200031;124
030200032;33
030200033;232
030200034;425
030200035;301
030200036;297
030200037;99
030400001;880
030400002;791
030400003;802
030400004;752
030400005;551
030400006;506
030400007;526
030400008;542
030400009;423
030400010;475
030400011;370
030400012;658
030400013;566
030400014;940
030500001;858
030500002;770
030500003;79
030500004;201
030500005;235
030500006;417
030601001;654
030601002;781
030601003;901
030601004;771
030601005;704
030601006;587
030601007;686
030601008;610
030601009;558
030601010;594
030601011;699
030601012;813
030601013;753
030601014;682
030601015;776
030601016;916
030601017;954
030601018;1062
030601019;810
030601020;953
030601021;977
030601022;751
030601023;953
030601024;924
030601025;733
030601026;877
030601027;721
030601028;840
030601029;714
030601030;835
030601031;585
030601032;900
030601033;946
030601034;739
030601035;706
030601036;550
030601037;691
030601038;808
030601039;890
030601040;537
030601041;598
030601042;710
030601043;776
030601044;635
030601045;703
030601046;880
030601047;872
030601048;895
030601049;790
030601050;922
030601051;875
030601052;821
030601053;763
030601054;884
030601055;875
030601056;1031
030601057;979
030601058;870
030601059;972
030601060;1012
030601061;817
030601062;885
030601063;932
030601064;1064
030601065;1137
030601066;864
030601067;873
030601068;929
030601069;1016
030601070;963
030601071;778
030601072;717
030601073;562
030601074;388
030601075;821
030601076;891
030601077;855
030601078;983
030601079;914
030601080;935
030601081;932
030601082;907
030601083;689
030601084;910
030601085;872
030601086;594
030602087;866
030602088;771
030602089;784
030602090;741
030602091;951
030602092;1001
030602093;953
030602094;976
030602095;880
030602096;1026
030602097;933
030602098;840
030602099;745
030602100;684
030602101;805
030602102;598
030602103;841
030602104;882
030602105;737
030602106;725
030602107;734
030602108;920
030602109;908
030602110;749
030602111;815
030602112;892
030602113;686
030602114;620
030602115;846
030602116;729
030602117;831
030602118;771
030602119;767
030602120;1001
030602121;746
030602122;856
030602123;955
030602124;830
030602125;811
030602126;777
030602127;717
030602128;706
030602129;989
030602130;889
030602131;908
030602132;987
030602133;668
030602134;758
030602135;792
030602136;684
030602137;879
030602138;1047
030602139;873
030602140;922
030602141;950
030602142;1020
030602143;707
030602144;742
030602145;685
030602146;737
030602147;816
030602148;676
030602149;644
030602150;786
030602151;832
030602152;910
030602153;580
030602154;1012
030602155;617
030602156;597
030602157;640
030602158;613
030602159;615
030602160;639
030602161;647
030602162;664
030602163;635
030602164;642
030602165;879
030602166;604
030602167;550
030602168;643
030602169;917
030602170;764
030602171;1023
030602172;1054
030602173;817
030602174;776
030602175;848
030602176;968
030602177;988
030602178;1097
030602179;911
030602180;892
030602181;945
030602182;753
030602183;907
030602184;1052
030602185;877
030602186;784
030602187;689
030602188;844
030602189;1054
030602190;1062
030602191;813
030602388;560
030602389;692
030602390;470
030602391;463
030602392;863
030602394;908
030602399;467
030603192;765
030603193;767
030603194;523
030603195;873
030603196;770
030603197;804
030603198;961
030603199;988
030603200;768
030603201;789
030603202;840
030603203;840
030603204;817
030603205;844
030603206;703
030603207;763
030603208;841
030603209;912
030603210;752
030603211;677
030603212;798
030603213;668
030603214;480
030603215;919
030603216;733
030603217;494
030603218;976
030603219;473
030603220;648
030603221;723
030603222;357
030603223;421
030603224;481
030603225;381
030603226;791
030603227;932
030603228;642
030603229;404
030603230;617
030603231;635
030603232;578
030603233;658
030603234;625
030603235;570
030603236;514
030603237;933
030603238;674
030603239;1099
030603240;711
030603241;792
030603242;636
030603243;748
030603244;734
030603245;777
030603246;480
030603247;437
030603248;595
030603249;408
030603250;691
030603251;778
030603252;451
030603253;581
030603254;424
030603255;499
030603256;477
030603257;575
030603258;797
030603259;518
030603260;636
030603261;781
030603262;805
030603263;649
030603264;706
030603265;343
030603266;1013
030603267;905
030603268;642
030603269;654
030603270;627
030603271;769
030603272;620
030603273;890
030603274;800
030603275;1009
030603276;799
030603277;651
030603278;657
030603279;821
030603280;787
030603281;931
030603282;602
030603283;531
030603284;595
030603285;609
030603286;898
030603287;466
030603288;536
030603289;355
030603290;809
030603393;812
030603395;558
030603396;509
030603397;520
030603398;576
030604291;481
030604292;506
030604293;475
030604294;592
030604295;528
030604296;554
030604297;740
030604298;602
030604299;768
030604300;920
030604301;614
030604302;574
030604303;362
030604304;542
030604305;385
030604306;378
030604307;665
030604308;611
030604309;699
030604310;743
030604311;803
030604312;902
030604313;756
030604314;718
030604315;825
030604316;720
030604317;746
030604318;647
030604319;659
030604320;653
030604321;704
030604322;673
030604323;624
030604324;832
030604325;688
030604326;802
030604327;597
030604328;400
030604329;402
030604330;392
030604331;448
030604332;555
030604333;704
030604334;532
030604335;450
030604336;638
030604337;485
030604338;704
030604339;436
030604340;568
030604341;823
030604342;488
030604343;591
030604344;427
030604345;727
030604346;520
030604347;736
030604348;435
030604349;468
030604350;649
030604351;516
030605352;987
030605353;817
030605354;943
030605355;832
030605356;851
030605357;862
030605358;666
030605359;632
030605360;730
030605361;960
030605362;947
030605363;858
030605364;823
030605365;910
030605366;831
030605367;909
030605368;809
030605369;763
030605370;730
030605371;772
030605372;782
030605373;807
030605374;972
030605375;794
030605376;973
030605377;1034
030605400;610
0306nan378;631
0306nan379;480
0306nan380;656
0306nan381;724
0306nan382;318
0306nan383;419
0306nan384;834
0306nan385;792
0306nan386;975
0306nan387;1122
030800001;649
030800002;95
030800003;240
030800004;365
030800005;684
030800006;650
030800007;170
030800008;296
030800009;368
030800010;127
030800011;33
030800012;385
030800013;408
030900001;519
030900002;576
030900003;587
030900004;835
030900005;187
030900006;128
030900007;306
030900008;328
030900009;70
030900010;184
030900011;259
030900012;579
030900013;302
030900014;74
030900015;217
030900016;193
030900017;385
030900018;86
030900019;31
030900020;612
030900021;188
030900022;147
030900023;345
030900024;310
030900025;265
031300001;650
031300002;650
031300003;835
031300004;913
031300005;983
031300006;1064
031300007;836
031300008;568
031300009;714
031300010;612
031300011;534
031300012;571
031300013;603
031300014;686
031300015;731
031300016;177
031300017;55
031300018;187
031300019;43
031300020;440
031300021;145
031300022;574
031300023;634
031300024;828
031300025;745
031300026;158
031300027;589
031300028;297
031300029;45
031400001;800
031400002;1041
031400003;961
031400004;537
031400005;810
031400006;718
031400007;712
031400008;764
031400009;665
031400010;370
031400011;235
031600001;499
031600002;418
031600003;604
031600004;748
031600005;565
031600006;548
031600007;502
031600008;441
031600009;175
031600010;157
031600011;309
031600012;177
031600013;46
031600014;84
031600015;456
031600016;664
031600017;53
031600018;472
031600019;518
031600020;766
031600021;832
031600022;741
031600023;590
031600024;308
031600025;564
031600026;658
031600027;423
032400001;648
032400002;492
032400003;565
032400004;655
032400005;533
032400006;804
032400007;701
032400008;515
032400009;526
032400010;737
032400011;720
032400012;1030
032400013;699
032400014;705
032400015;601
032400016;601
032400017;900
032400018;341
032400019;695
032400020;128
032400021;181
032400022;50
032400023;117
032400024;78
032400025;93
032400026;228
032400027;35
032400028;724
032400029;374
032400030;520
032400031;208
032400032;694
032400033;379
032400034;22
032400035;323
032400036;298
032400037;660
032400038;371
032400039;136
032400040;224
032400041;228
032400042;236
032400043;34
032600001;857
032600002;730
032600003;891
032600004;902
032600005;731
032600006;613
032600007;522
032600008;225
032600009;149
032600010;118
032600011;307
032600012;176
032600013;360
040400001;602
040400002;916
040400003;793
040400004;537
040400005;72
040400006;370
040400007;473
040400008;501
040400009;558
040400010;744
040400012;751
040400013;629
040400014;467
040400015;452
040400016;439
040400017;391
040400018;406
040400019;515
040400020;640
040400021;623
040400022;504
040400023;409
040400024;657
040400025;922
040400026;402
040400027;446
040400028;400
040400029;425
040400030;656
040400031;554
040400032;692
040400033;691
040400034;716
040400035;842
040400036;688
040400037;581
040400038;590
040400039;606
040400040;717
040400041;656
040400042;700
040400043;672
040400044;770
040400045;441
040400046;487
040400047;576
040400048;648
040400049;715
040400050;620
040400051;781
040400052;833
040400053;577
040400054;736
040400055;555
040400056;607
040400057;575
040400058;831
040400059;948
040400060;751
040400061;798
040400062;984
040400063;848
040400064;896
040400065;628
040400066;537
040400067;863
040400068;461
040400069;452
040400070;679
040400071;852
040400072;688
040400073;741
040400074;684
040400075;483
040400076;714
040400077;579
040400078;683
040400079;603
040400080;395
040400081;727
040400083;615
040400084;810
040400085;915
040400086;385
040400087;367
040400088;488
040400089;639
040400090;540
040400091;456
040400092;493
040400095;646
040400096;591
040400097;137
040400098;245
040400099;265
040400100;233
040400101;259
040400102;472
040400103;302
040400104;463
040400105;262
040400106;448
040400107;381
040400108;385
040400109;231
040400110;173
040400111;359
040400112;409
040400113;37
040400114;87
040400115;65
040400116;356
040400117;348
040400118;73
040400119;37
040400120;671
040400121;606
040400122;654
040400123;573
040400124;590
040400125;249
040400126;409
040400127;153
040400128;607
040400129;267
040400130;704
040400131;581
040400132;654
040400133;117
040400134;168
040400135;67
040400136;347
040400137;45
040400138;59
040400139;57
040400140;45
040400141;157
040400142;30
040600002;745
040600004;465
040600005;627
040600006;587
040600007;522
040600008;613
040600009;621
040600010;661
040600011;674
040600012;593
040600013;726
040600014;571
040600015;715
040600016;644
040600018;601
040600019;538
040600020;556
040600021;553
040600022;606
040600024;345
040600025;568
040600026;793
040600028;758
040600029;632
040600030;505
040600031;759
040600032;723
040600033;614
040600035;571
040600036;676
040600037;597
040600038;718
040600039;658
040600041;610
040600042;772
040600043;632
040600045;639
040600046;720
040600050;783
040600051;698
040600052;580
040600053;697
040600054;661
040600058;446
040600059;626
040600060;634
040600061;820
040600063;792
040600065;761
040600066;649
040600067;561
040600068;504
040600069;633
040600070;620
040600071;845
040600072;291
040600073;548
040600074;727
040600075;606
040600076;579
040600077;218
040600078;86
040600079;429
040600081;63
040600082;269
041300001;775
041300002;784
041300003;853
041300004;700
041300005;609
041300006;853
041300007;37
041300008;32
041300010;251
041300011;46
041300012;50
041300013;86
041300015;49
041300016;86
041300017;167
041300018;920
041300019;51
041300020;985
041300021;83
041300022;30
041300023;116
041300024;92
041300025;55
041300026;49
041300027;54
041300028;36
041300029;51
041400001;756
041400002;830
041400003;578
041400004;371
041400005;419
041400006;68
041400007;56
041400008;44
041400009;113
041400010;85
041400011;109
041400012;36
041400013;36
042000001;546
042000002;702
042000003;639
042000005;694
042000006;710
042000007;916
042000009;681
042000010;786
042000011;570
042000012;634
042000014;554
042000015;409
042000016;656
042000018;852
042000019;696
042000020;608
042200001;555
042200002;602
042200003;423
042200004;539
042200005;413
042200006;641
042200007;744
042200008;454
042200009;643
042200010;626
042200011;868
042200012;539
042200013;540
042200014;577
042200016;583
042200017;554
042200021;658
042200022;596
042200023;720
042200024;662
042200025;813
042200026;190
042200027;693
042200028;423
042200029;295
042200030;426
042200031;251
042200032;290
042200033;686
042200035;312
042200036;472
042200037;113
042200038;399
042200039;669
042200040;94
042200041;308
042200042;114
042200043;217
042200044;580
042600001;823
042600002;698
042600003;738
042600004;881
042600005;746
042600006;638
042600007;698
042600008;404
042600009;191
042600010;369
042600011;93
042600012;449
042600013;292
042600014;365
042600015;135
042600016;474
042600017;607
042600018;606
042600019;709
042600020;443
042600021;568
042800001;654
042800002;429
042800003;454
042800005;616
042800006;425
042800007;663
042800009;675
042800010;541
042800011;524
042800012;508
042800013;463
042800014;381
042800016;522
042800017;754
042800018;615
042800019;481
042800020;659
042800021;736
042800022;584
042800023;591
042800024;632
042800025;481
042800026;561
042800030;63
042800031;722
042800032;601
042800033;499
042800034;1056
042800035;700
042800041;409
042800044;131
042800047;873
042800050;743
042800053;275
042800056;87
042800058;434
042800062;945
042800065;758
042800069;495
042800070;565
042800073;624
042800074;531
042800078;201
042800080;478
042800083;876
042800086;211
042800087;715
042800088;537
042800089;520
042800090;740
043100001;736
043100002;741
043100003;861
043100004;1017
043100005;878
043100006;610
043100007;358
043100008;82
043100009;334
043100010;554
043100011;216
043100012;193
043100013;593
043100014;656
043100015;602
043100016;604
043100018;25
043100019;233
043100020;124
043100021;42
043100022;139
043100023;62
043100026;522
043100030;579
043200001;471
043200002;566
043200003;495
043200004;55
043200005;45
043200006;144
043200007;79
043200008;72
050100001;497
050100002;389
050100003;417
050100004;327
050100005;483
050100006;647
050100007;666
050100008;938
050100009;66
050100010;82
050100011;172
050100012;50
050100013;54
050100014;92
050100015;29
050100016;36
050100017;91
050100018;32
050300001;315
050300002;80
050300003;56
050300004;15
050300005;233
050600001;515
050600002;445
050600003;450
050600004;441
050600005;283
050600006;86
