section_id;party;votes
010100001;2;3
010100001;4;2
010100001;5;10
010100001;7;2
010100001;8;2
010100001;10;3
010100001;11;2
010100001;13;3
010100001;14;2
010100001;17;0
010100001;20;0
010100001;21;2
010100001;22;1
010100001;23;4
010100001;24;37
010100001;25;106
010100001;26;1
010100001;27;0
010100001;28;0
010100001;29;0
010100001;30;10
010100001;31;11
010100001;32;84
010100001;33;42
010100001;34;0
010100001;35;2
010100001;36;0
010100001;99;5
010100002;2;0
010100002;4;1
010100002;5;12
010100002;7;1
010100002;8;0
010100002;10;0
010100002;11;2
010100002;13;0
010100002;14;2
010100002;17;0
010100002;20;1
010100002;21;5
010100002;22;1
010100002;23;2
010100002;24;31
010100002;25;92
010100002;26;0
010100002;27;0
010100002;28;0
010100002;29;0
010100002;30;20
010100002;31;6
010100002;32;97
010100002;33;28
010100002;34;0
010100002;35;0
010100002;36;0
010100002;99;7
010100003;2;2
010100003;4;1
010100003;5;5
010100003;7;0
010100003;8;1
010100003;10;0
010100003;11;3
010100003;13;0
010100003;14;1
010100003;17;1
010100003;20;1
010100003;21;5
010100003;22;1
010100003;23;2
010100003;24;35
010100003;25;49
010100003;26;5
010100003;27;0
010100003;28;0
010100003;29;0
010100003;30;12
010100003;31;5
010100003;32;80
010100003;33;28
010100003;34;1
010100003;35;0
010100003;36;0
010100003;99;8
010100004;2;2
010100004;4;1
010100004;5;5
010100004;7;2
010100004;8;0
010100004;10;2
010100004;11;0
010100004;13;3
010100004;14;1
010100004;17;0
010100004;20;0
010100004;21;1
010100004;22;0
010100004;23;1
010100004;24;24
010100004;25;106
010100004;26;1
010100004;27;0
010100004;28;0
010100004;29;0
010100004;30;15
010100004;31;7
010100004;32;104
010100004;33;46
010100004;34;1
010100004;35;2
010100004;36;0
010100004;99;8
010100005;2;1
010100005;4;0
010100005;5;10
010100005;7;2
010100005;8;0
010100005;10;0
010100005;11;0
010100005;13;0
010100005;14;3
010100005;17;2
010100005;20;1
010100005;21;5
010100005;22;0
010100005;23;14
010100005;24;22
010100005;25;88
010100005;26;0
010100005;27;0
010100005;28;0
010100005;29;1
010100005;30;14
010100005;31;10
010100005;32;68
010100005;33;20
010100005;34;1
010100005;35;2
010100005;36;0
010100005;99;8
010100006;2;0
010100006;4;0
010100006;5;12
010100006;7;1
010100006;8;0
010100006;10;2
010100006;11;2
010100006;13;4
010100006;14;3
010100006;17;0
010100006;20;1
010100006;21;2
010100006;22;1
010100006;23;12
010100006;24;29
010100006;25;74
010100006;26;0
010100006;27;1
010100006;28;0
010100006;29;0
010100006;30;14
010100006;31;8
010100006;32;70
010100006;33;23
010100006;34;0
010100006;35;0
010100006;36;0
010100006;99;4
010100007;2;1
010100007;4;1
010100007;5;14
010100007;7;1
010100007;8;0
010100007;10;1
010100007;11;0
010100007;13;0
010100007;14;3
010100007;17;0
010100007;20;2
010100007;21;2
010100007;22;0
010100007;23;4
010100007;24;39
010100007;25;66
010100007;26;0
010100007;27;1
010100007;28;0
010100007;29;0
010100007;30;12
010100007;31;4
010100007;32;111
010100007;33;42
010100007;34;1
010100007;35;0
010100007;36;0
010100007;99;6
010100008;2;0
010100008;4;2
010100008;5;22
010100008;7;2
010100008;8;0
010100008;10;3
010100008;11;0
010100008;13;1
010100008;14;2
010100008;17;1
010100008;20;2
010100008;21;3
010100008;22;0
010100008;23;5
010100008;24;23
010100008;25;75
010100008;26;0
010100008;27;0
010100008;28;0
010100008;29;0
010100008;30;12
010100008;31;6
010100008;32;74
010100008;33;27
010100008;34;0
010100008;35;1
010100008;36;0
010100008;99;5
010100009;2;0
010100009;4;0
010100009;5;6
010100009;7;2
010100009;8;0
010100009;10;2
010100009;11;3
010100009;13;2
010100009;14;3
010100009;17;0
010100009;20;1
010100009;21;4
010100009;22;0
010100009;23;12
010100009;24;40
010100009;25;77
010100009;26;0
010100009;27;1
010100009;28;0
010100009;29;0
010100009;30;12
010100009;31;4
010100009;32;91
010100009;33;16
010100009;34;0
010100009;35;0
010100009;36;0
010100009;99;6
010100010;2;1
010100010;4;3
010100010;5;14
010100010;7;0
010100010;8;1
010100010;10;0
010100010;11;1
010100010;13;3
010100010;14;3
010100010;17;2
010100010;20;2
010100010;21;5
010100010;22;0
010100010;23;5
010100010;24;26
010100010;25;99
010100010;26;1
010100010;27;1
010100010;28;0
010100010;29;0
010100010;30;23
010100010;31;9
010100010;32;86
010100010;33;18
010100010;34;0
010100010;35;0
010100010;36;0
010100010;99;7
010100011;2;1
010100011;4;2
010100011;5;7
010100011;7;2
010100011;8;1
010100011;10;1
010100011;11;2
010100011;13;0
010100011;14;1
010100011;17;7
010100011;20;1
010100011;21;1
010100011;22;0
010100011;23;2
010100011;24;29
010100011;25;23
010100011;26;1
010100011;27;0
010100011;28;0
010100011;29;1
010100011;30;5
010100011;31;7
010100011;32;77
010100011;33;16
010100011;34;0
010100011;35;0
010100011;36;2
010100011;99;1
010100012;2;1
010100012;4;2
010100012;5;11
010100012;7;0
010100012;8;2
010100012;10;4
010100012;11;1
010100012;13;2
010100012;14;3
010100012;17;0
010100012;20;1
010100012;21;5
010100012;22;0
010100012;23;9
010100012;24;55
010100012;25;86
010100012;26;2
010100012;27;0
010100012;28;0
010100012;29;0
010100012;30;10
010100012;31;5
010100012;32;89
010100012;33;42
010100012;34;1
010100012;35;0
010100012;36;0
010100012;99;7
010100013;2;1
010100013;4;1
010100013;5;19
010100013;7;5
010100013;8;3
010100013;10;3
010100013;11;3
010100013;13;0
010100013;14;3
010100013;17;2
010100013;20;1
010100013;21;5
010100013;22;0
010100013;23;15
010100013;24;53
010100013;25;128
010100013;26;0
010100013;27;1
010100013;28;0
010100013;29;0
010100013;30;15
010100013;31;9
010100013;32;108
010100013;33;42
010100013;34;0
010100013;35;0
010100013;36;0
010100013;99;13
010100014;2;2
010100014;4;1
010100014;5;9
010100014;7;0
010100014;8;0
010100014;10;2
010100014;11;1
010100014;13;3
010100014;14;0
010100014;17;0
010100014;20;1
010100014;21;1
010100014;22;1
010100014;23;3
010100014;24;72
010100014;25;63
010100014;26;1
010100014;27;1
010100014;28;0
010100014;29;0
010100014;30;17
010100014;31;29
010100014;32;100
010100014;33;33
010100014;34;0
010100014;35;2
010100014;36;1
010100014;99;2
010100015;2;0
010100015;4;0
010100015;5;5
010100015;7;1
010100015;8;1
010100015;10;1
010100015;11;4
010100015;13;1
010100015;14;3
010100015;17;1
010100015;20;0
010100015;21;1
010100015;22;0
010100015;23;0
010100015;24;28
010100015;25;55
010100015;26;0
010100015;27;0
010100015;28;0
010100015;29;0
010100015;30;9
010100015;31;6
010100015;32;105
010100015;33;42
010100015;34;0
010100015;35;0
010100015;36;0
010100015;99;3
010100016;2;0
010100016;4;0
010100016;5;12
010100016;7;1
010100016;8;1
010100016;10;3
010100016;11;2
010100016;13;0
010100016;14;0
010100016;17;2
010100016;20;0
010100016;21;1
010100016;22;1
010100016;23;0
010100016;24;17
010100016;25;34
010100016;26;0
010100016;27;0
010100016;28;0
010100016;29;0
010100016;30;16
010100016;31;6
010100016;32;48
010100016;33;58
010100016;34;0
010100016;35;0
010100016;36;0
010100016;99;0
010100017;2;0
010100017;4;1
010100017;5;7
010100017;7;0
010100017;8;0
010100017;10;0
010100017;11;1
010100017;13;4
010100017;14;2
010100017;17;0
010100017;20;1
010100017;21;3
010100017;22;2
010100017;23;0
010100017;24;28
010100017;25;61
010100017;26;0
010100017;27;0
010100017;28;0
010100017;29;0
010100017;30;26
010100017;31;27
010100017;32;108
010100017;33;28
010100017;34;0
010100017;35;0
010100017;36;0
010100017;99;3
010100023;2;4
010100023;4;2
010100023;5;1
010100023;7;3
010100023;8;2
010100023;10;3
010100023;11;0
010100023;13;2
010100023;14;2
010100023;17;71
010100023;20;0
010100023;21;0
010100023;22;2
010100023;23;1
010100023;24;40
010100023;25;32
010100023;26;0
010100023;27;0
010100023;28;0
010100023;29;0
010100023;30;2
010100023;31;1
010100023;32;79
010100023;33;14
