code;name;registration_code;registration_sub_code;registration_name
705;ВЕСЕЛИН НАЙДЕНОВ МАРЕШКИ;22;3;ВЕСЕЛИН НАЙДЕНОВ МАРЕШКИ
720;МИЛЕН ГАНЕВ МИЛЕВ;22;11;МИЛЕН ГАНЕВ МИЛЕВ
