section_id;rik_code;rik_name;municipality_code;municipality;ekatte;postal_code;city;address;is_mobile;is_on_ship;machines_count;failed_machines_count;longitude;latitude
010100001;01;Благоевград;0101;Банско;2676;2770;гр.Банско;СОУ НЕОФИТ РИЛСКИ, УЛ. ТОДОР АЛЕКСАНДРОВ №9Б;0;0;1;0;23.4883022;41.8403358
010100002;01;Благоевград;0101;Банско;2676;2770;гр.Банско;ПЛТГ Н. ВАПЦАРОВ (ГОРСКИ ТЕХНИКУМ), УЛ. БЪЛГАРИЯ №31;0;0;1;0;23.4914809;41.8383726
010100003;01;Благоевград;0101;Банско;2676;2770;гр.Банско;ПЛТГ Н. ВАПЦАРОВ (ГОРСКИ ТЕХНИКУМ), УЛ. БЪЛГАРИЯ №31;0;0;1;0;23.4914809;41.8383726
010100004;01;Благоевград;0101;Банско;2676;2770;гр.Банско;КЛУБ НА ПЕНСИОНЕРА, ул. ЦАР СИМЕОН №54;0;0;1;0;23.4901954;41.8372964
010100005;01;Благоевград;0101;Банско;2676;2770;гр.Банско;ЧИТАЛИЩЕ НИКОЛА ВАПЦАРОВ, ПЛ. НИКОЛА ВАПЦАРОВ №14;0;0;1;0;23.4876308;41.8365763
010100006;01;Благоевград;0101;Банско;2676;2770;гр.Банско;НАЧАЛНО УЧИЛИЩЕ ПАИСИЙ ХИЛИНДАРСКИ, ПЛ. ВЪЗРАЖДАНЕ №3;0;0;1;0;23.485653;41.8404241
010100007;01;Благоевград;0101;Банско;2676;2770;гр.Банско;НАЧАЛНО УЧИЛИЩЕ ПАИСИЙ ХИЛИНДАРСКИ, ПЛ. ВЪЗРАЖДАНЕ №3;0;0;1;0;23.485653;41.8404241
010100008;01;Благоевград;0101;Банско;2676;2770;гр.Банско;ПЛТГ Н. ВАПЦАРОВ (ГОРСКИ ТЕХНИКУМ), УЛ. БЪЛГАРИЯ №31;0;0;1;0;23.4914809;41.8383726
010100009;01;Благоевград;0101;Банско;2676;2770;гр.Банско;ПЛТГ Н. ВАПЦАРОВ (ГОРСКИ ТЕХНИКУМ), УЛ. БЪЛГАРИЯ №31;0;0;1;0;23.4914809;41.8383726
010100010;01;Благоевград;0101;Банско;2676;2770;гр.Банско;НАЧАЛНО УЧИЛИЩЕ ПАИСИЙ ХИЛИНДАРСКИ, ПЛ. ВЪЗРАЖДАНЕ №3;0;0;1;0;23.485653;41.8404241
010100011;01;Благоевград;0101;Банско;2676;2770;гр.Банско;СОУ НЕОФИТ РИЛСКИ, УЛ. ТОДОР АЛЕКСАНДРОВ №9Б;0;0;1;0;23.4883022;41.8403358
010100012;01;Благоевград;0101;Банско;2676;2770;гр.Банско;СОУ НЕОФИТ РИЛСКИ, УЛ. ТОДОР АЛЕКСАНДРОВ №9Б;0;0;1;0;23.4883022;41.8403358
010100013;01;Благоевград;0101;Банско;2676;2770;гр.Банско;НАЧАЛНО УЧИЛИЩЕ ПАИСИЙ ХИЛИНДАРСКИ, ПЛ. ВЪЗРАЖДАНЕ №3;0;0;1;0;23.485653;41.8404241
010100014;01;Благоевград;0101;Банско;21498;2777;гр.Добринище;ЧИТАЛИЩЕТО, ПЛ. НЕЗАВИСИМОСТ №2;0;0;1;0;23.5587295;41.8213139
010100015;01;Благоевград;0101;Банско;21498;2777;гр.Добринище;ОСНОВНО УЧИЛИЩЕ СВ. КЛИМЕНТ ОХРИДСКИ, УЛ. ИВ. ГАЛЧЕВ №21;0;0;1;0;23.5642932;41.8201537
010100016;01;Благоевград;0101;Банско;21498;2777;гр.Добринище;ОСНОВНО УЧИЛИЩЕ СВ. КЛИМЕНТ ОХРИДСКИ, УЛ. ИВ. ГАЛЧЕВ №21;0;0;1;0;23.5642932;41.8201537
010100017;01;Благоевград;0101;Банско;21498;2777;гр.Добринище;КЛУБ НА ПЕНСИОНЕРА, УЛ. ТЪРГОВСКА №16;0;0;1;0;23.5642739;41.8212564
010100018;01;Благоевград;0101;Банско;17381;2773;с.Гостун;КЛУБ НА ПЕНСИОНЕРА;0;0;0;0;23.6904144;41.7973236
010100019;01;Благоевград;0101;Банско;54136;2774;с.Осеново;КЛУБ НА ПЕНСИОНЕРА;0;0;0;0;23.7255262;41.778439
010100020;01;Благоевград;0101;Банско;53059;2776;с.Обидим;КЛУБ НА ПЕНСИОНЕРА;0;0;0;0;23.6406848;41.787535
010100021;01;Благоевград;0101;Банско;39614;2771;с.Кремен;КЛУБ НА ПЕНСИОНЕРА;0;0;0;0;23.6384692;41.7449665
