ekatte;postal_code;type;name;name_latin;municipality;municipality_latin;district;district_latin
44286;7838;с.;Ломци;Lomtsi;Попово;Popovo;Търговище;Targovishte
44294;9237;с.;Лопушна;Lopushna;Дългопол;Dalgopol;Варна;Varna
44300;2252;с.;Лопушня;Lopushnya;Годеч;Godech;София;Sofia
44313;2193;с.;Лопян;Lopyan;Етрополе;Etropole;София;Sofia
24116;7445;с.;Лудогорци;Ludogortsi;Исперих;Isperih;Разград;Razgrad
44327;5770;гр.;Луковит;Lukovit;Луковит;Lukovit;Ловеч;Lovech
44330;2296;с.;Луково;Lukovo;Своге;Svoge;София;Sofia
44344;6921;с.;Луличка;Lulichka;Крумовград;Krumovgrad;Кърджали;Kardzhali
44358;7439;с.;Лъвино;Lavino;Исперих;Isperih;Разград;Razgrad
44361;6638;с.;Лъвово;Lavovo;Кърджали;Kardzhali;Кърджали;Kardzhali
44389;2182;с.;Лъга;Laga;Етрополе;Etropole;София;Sofia
44416;2971;с.;Лъжница;Lazhnitsa;Гоце Делчев;Gotse Delchev;Благоевград;Blagoevgrad
44425;8216;с.;Лъка;Laka;Поморие;Pomorie;Бургас;Burgas
44433;4726;с.;Лъка;Laka;Смолян;Smolyan;Смолян;Smolyan
44447;4241;с.;Лъкавица;Lakavitsa;Лъки;Laki;Пловдив;Plovdiv
44464;2928;с.;Лъки;Laki;Хаджидимово;Hadzhidimovo;Благоевград;Blagoevgrad
44478;4241;гр.;Лъки;Laki;Лъки;Laki;Пловдив;Plovdiv
44481;4188;с.;Любен;Lyuben;Съединение;Saedinenie;Пловдив;Plovdiv
44495;7534;с.;Любен;Lyuben;Ситово;Sitovo;Силистра;Silistra
44519;9148;с.;Любен Каравелово;Lyuben Karavelovo;Аксаково;Aksakovo;Варна;Varna
44505;8949;с.;Любенец;Lyubenets;Нова Загора;Nova Zagora;Сливен;Sliven
44522;8947;с.;Любенова махала;Lyubenova mahala;Нова Загора;Nova Zagora;Сливен;Sliven
44536;5955;с.;Любеново;Lyubenovo;Никопол;Nikopol;Плевен;Pleven
44540;6267;с.;Любеново;Lyubenovo;Раднево;Radnevo;Стара Загора;Stara Zagora
44553;6342;с.;Любеново;Lyubenovo;Хасково;Haskovo;Хасково;Haskovo
44567;5176;с.;Любенци;Lyubentsi;Стражица;Strazhitsa;Велико Търново;Veliko Tarnovo
44570;6550;гр.;Любимец;Lyubimets;Любимец;Lyubimets;Хасково;Haskovo
44584;6796;с.;Любино;Lyubino;Ардино;Ardino;Кърджали;Kardzhali
44598;7980;с.;Любичево;Lyubichevo;Антоново;Antonovo;Търговище;Targovishte
44608;7843;с.;Люблен;Lyublen;Опака;Opaka;Търговище;Targovishte
44611;2061;с.;Любница;Lyubnitsa;Ихтиман;Ihtiman;София;Sofia
44625;2820;с.;Любовище;Lyubovishte;Сандански;Sandanski;Благоевград;Blagoevgrad
44639;2811;с.;Любовка;Lyubovka;Сандански;Sandanski;Благоевград;Blagoevgrad
44642;4833;с.;Любча;Lyubcha;Доспат;Dospat;Смолян;Smolyan
44656;2352;с.;Люлин;Lyulin;Перник;Pernik;Перник;Pernik
44666;8685;с.;Люлин;Lyulin;Стралджа;Straldzha;Ямбол;Yambol
44673;4785;с.;Люлка;Lyulka;Смолян;Smolyan;Смолян;Smolyan
44687;6050;с.;Люляк;Lyulyak;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
44690;8570;с.;Люляково;Lyulyakovo;Руен;Ruen;Бургас;Burgas
44714;9525;с.;Люляково;Lyulyakovo;Генерал Тошево;General Toshevo;Добрич;Dobrich
44700;6684;с.;Люляково;Lyulyakovo;Кърджали;Kardzhali;Кърджали;Kardzhali
44728;3038;с.;Лютаджик;Lyutadzhik;Враца;Vratsa;Враца;Vratsa
44745;3159;с.;Лютиброд;Lyutibrod;Мездра;Mezdra;Враца;Vratsa
44759;3165;с.;Лютидол;Lyutidol;Мездра;Mezdra;Враца;Vratsa
44762;2791;с.;Лютово;Lyutovo;Белица;Belitsa;Благоевград;Blagoevgrad
44776;6198;с.;Лява река;Lyava reka;Гурково;Gurkovo;Стара Загора;Stara Zagora
44781;2474;с.;Лялинци;Lyalintsi;Трън;Tran;Перник;Pernik
44793;5140;гр.;Лясковец;Lyaskovets;Лясковец;Lyaskovets;Велико Търново;Veliko Tarnovo
44803;6397;с.;Лясковец;Lyaskovets;Стамболово;Stambolovo;Хасково;Haskovo
44817;8518;с.;Лясково;Lyaskovo;Айтос;Aytos;Бургас;Burgas
43431;9428;с.;Лясково;Lyaskovo;Добрич-селска;Dobrich-selska;Добрич;Dobrich
44820;6667;с.;Лясково;Lyaskovo;Черноочене;Chernoochene;Кърджали;Kardzhali
44834;4238;с.;Лясково;Lyaskovo;Асеновград;Asenovgrad;Пловдив;Plovdiv
44848;4818;с.;Лясково;Lyaskovo;Девин;Devin;Смолян;Smolyan
44851;6045;с.;Лясково;Lyaskovo;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
44865;9948;с.;Лятно;Lyatno;Каолиново;Kaolinovo;Шумен;Shumen
44882;9617;с.;Ляхово;Lyahovo;Балчик;Balchik;Добрич;Dobrich
44879;4416;с.;Ляхово;Lyahovo;Пазарджик;Pazardzhik;Пазарджик;Pazardzhik
46019;4710;с.;Магарджица;Magardzhitsa;Смолян;Smolyan;Смолян;Smolyan
46036;3448;с.;Мадан;Madan;Бойчиновци;Boychinovtsi;Монтана;Montana
46045;4900;гр.;Мадан;Madan;Мадан;Madan;Смолян;Smolyan
46053;9971;с.;Мадара;Madara;Шумен;Shumen;Шумен;Shumen
46067;2022;с.;Маджаре;Madzhare;Самоков;Samokov;София;Sofia
46070;6383;с.;Маджари;Madzhari;Стамболово;Stambolovo;Хасково;Haskovo
46084;6480;гр.;Маджарово;Madzharovo;Маджарово;Madzharovo;Хасково;Haskovo
46098;6063;с.;Маджерито;Madzherito;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
46108;2549;с.;Мазарачево;Mazarachevo;Кюстендил;Kyustendil;Кюстендил;Kyustendil
46111;3777;с.;Майор Узуново;Mayor Uzunovo;Видин;Vidin;Видин;Vidin
46125;5085;с.;Майско;Maysko;Елена;Elena;Велико Търново;Veliko Tarnovo
46139;6675;с.;Майсторово;Maystorovo;Кърджали;Kardzhali;Кърджали;Kardzhali
46156;6784;с.;Мак;Mak;Ардино;Ardino;Кърджали;Kardzhali
46190;7750;с.;Макариополско;Makariopolsko;Търговище;Targovishte;Търговище;Targovishte
46214;6640;с.;Македонци;Makedontsi;Кърджали;Kardzhali;Кърджали;Kardzhali
46228;7785;с.;Маково;Makovo;Търговище;Targovishte;Търговище;Targovishte
46231;2124;с.;Макоцево;Makotsevo;Горна Малина;Gorna Malina;София;Sofia
46245;3850;с.;Макреш;Makresh;Макреш;Makresh;Видин;Vidin
46259;2225;с.;Мала Раковица;Mala Rakovitsa;Божурище;Bozhurishte;София;Sofia
46262;2669;с.;Мала Фуча;Mala Fucha;Бобов дол;Bobov dol;Кюстендил;Kyustendil
46276;2021;с.;Мала църква;Mala tsarkva;Самоков;Samokov;София;Sofia
46286;4891;с.;Малево;Malevo;Чепеларе;Chepelare;Смолян;Smolyan
46293;6392;с.;Малево;Malevo;Хасково;Haskovo;Хасково;Haskovo
46303;8689;с.;Маленово;Malenovo;Стралджа;Straldzha;Ямбол;Yambol
46317;2691;с.;Мали Върбовник;Mali Varbovnik;Бобов дол;Bobov dol;Кюстендил;Kyustendil
46320;3749;с.;Мали Дреновец;Mali Drenovets;Димово;Dimovo;Видин;Vidin
46334;9474;с.;Мали извор;Mali izvor;Тервел;Tervel;Добрич;Dobrich
46348;8327;с.;Малина;Malina;Средец;Sredets;Бургас;Burgas
46351;9559;с.;Малина;Malina;Генерал Тошево;General Toshevo;Добрич;Dobrich
46365;5335;с.;Малини;Malini;Габрово;Gabrovo;Габрово;Gabrovo
46396;5582;с.;Малиново;Malinovo;Ловеч;Lovech;Ловеч;Lovech
46406;4742;с.;Малка Арда;Malka Arda;Баните;Banite;Смолян;Smolyan
46417;6045;с.;Малка Верея;Malka Vereya;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
46437;5729;с.;Малка Желязна;Malka Zhelyazna;Тетевен;Teteven;Ловеч;Lovech
46440;8519;с.;Малка поляна;Malka polyana;Айтос;Aytos;Бургас;Burgas
46454;9386;с.;Малка Смолница;Malka Smolnitsa;Добрич-селска;Dobrich-selska;Добрич;Dobrich
46468;7997;с.;Малка Черковна;Malka Cherkovna;Антоново;Antonovo;Търговище;Targovishte
46471;6941;с.;Малка Чинка;Malka Chinka;Крумовград;Krumovgrad;Кърджали;Kardzhali
46485;5370;с.;Малки Българени;Malki Balgareni;Дряново;Dryanovo;Габрово;Gabrovo
46499;6479;с.;Малки Воден;Malki Voden;Маджарово;Madzharovo;Хасково;Haskovo
46509;5432;с.;Малки Вършец;Malki Varshets;Севлиево;Sevlievo;Габрово;Gabrovo
49641;2184;с.;Малки Искър;Malki Iskar;Етрополе;Etropole;София;Sofia
46512;5365;с.;Малки Станчовци;Malki Stanchovtsi;Трявна;Tryavna;Габрово;Gabrovo
46526;2800;с.;Малки Цалим;Malki Tsalim;Сандански;Sandanski;Благоевград;Blagoevgrad
46532;5028;с.;Малки чифлик;Malki chiflik;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
46543;6425;с.;Малко Асеново;Malko Asenovo;Димитровград;Dimitrovgrad;Хасково;Haskovo
46557;6476;с.;Малко Брягово;Malko Bryagovo;Маджарово;Madzharovo;Хасково;Haskovo
46560;7067;с.;Малко Враново;Malko Vranovo;Сливо поле;Slivo pole;Русе;Ruse
46574;6558;с.;Малко градище;Malko gradishte;Любимец;Lyubimets;Хасково;Haskovo
46588;6227;с.;Малко Дряново;Malko Dryanovo;Братя Даскалови;Bratya Daskalovi;Стара Загора;Stara Zagora
50512;7460;с.;Малко Йонково;Malko Yonkovo;Исперих;Isperih;Разград;Razgrad
46591;6052;с.;Малко Кадиево;Malko Kadievo;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
46601;6927;с.;Малко Каменяне;Malko Kamenyane;Крумовград;Krumovgrad;Кърджали;Kardzhali
46615;8756;с.;Малко Кирилово;Malko Kirilovo;Елхово;Elhovo;Ямбол;Yambol
46629;4951;с.;Малко Крушево;Malko Krushevo;Баните;Banite;Смолян;Smolyan
46632;6482;с.;Малко Попово;Malko Popovo;Маджарово;Madzharovo;Хасково;Haskovo
46646;8981;с.;Малко село;Malko selo;Котел;Kotel;Сливен;Sliven
46658;6228;с.;Малко Тръново;Malko Tranovo;Чирпан;Chirpan;Стара Загора;Stara Zagora
46663;8162;гр.;Малко Търново;Malko Tarnovo;Малко Търново;Malko Tarnovo;Бургас;Burgas
46694;8857;с.;Малко Чочовени;Malko Chochoveni;Сливен;Sliven;Сливен;Sliven
46704;8751;с.;Малко Шарково;Malko Sharkovo;Болярово;Bolyarovo;Ямбол;Yambol
46680;6898;с.;Малкоч;Malkoch;Кирково;Kirkovo;Кърджали;Kardzhali
46721;1362;с.;Мало Бучино;Malo Buchino;Столична община;Stolichna obshtina;София;Sofia
46749;4450;с.;Мало Конаре;Malo Konare;Пазарджик;Pazardzhik;Пазарджик;Pazardzhik
46752;4183;с.;Мало Крушево;Malo Krushevo;Хисаря;Hisarya;Пловдив;Plovdiv
46766;2205;с.;Мало Малово;Malo Malovo;Драгоман;Dragoman;София;Sofia
46807;3078;с.;Мало Пещене;Malo Peshtene;Враца;Vratsa;Враца;Vratsa
46824;2636;с.;Мало село;Malo selo;Бобов дол;Bobov dol;Кюстендил;Kyustendil
46735;7978;с.;Малоградец;Malogradets;Антоново;Antonovo;Търговище;Targovishte
46773;9871;с.;Маломир;Malomir;Върбица;Varbitsa;Шумен;Shumen
46783;8650;с.;Маломир;Malomir;Тунджа;Tundzha;Ямбол;Yambol
46797;8737;с.;Маломирово;Malomirovo;Елхово;Elhovo;Ямбол;Yambol
46810;3255;с.;Малорад;Malorad;Борован;Borovan;Враца;Vratsa
49655;5304;с.;Малуша;Malusha;Габрово;Gabrovo;Габрово;Gabrovo
46841;5917;с.;Малчика;Malchika;Левски;Levski;Плевен;Pleven
46855;5050;с.;Малчовци;Malchovtsi;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
46869;5367;с.;Малчовци;Malchovtsi;Трявна;Tryavna;Габрово;Gabrovo
46872;6935;с.;Малък Девесил;Malak Devesil;Крумовград;Krumovgrad;Кърджали;Kardzhali
49998;6245;с.;Малък дол;Malak dol;Братя Даскалови;Bratya Daskalovi;Стара Загора;Stara Zagora
46886;5734;с.;Малък извор;Malak izvor;Ябланица;Yablanitsa;Ловеч;Lovech
46899;6394;с.;Малък извор;Malak izvor;Стамболово;Stambolovo;Хасково;Haskovo
46904;8742;с.;Малък манастир;Malak manastir;Елхово;Elhovo;Ямбол;Yambol
46913;7429;с.;Малък Поровец;Malak Porovets;Исперих;Isperih;Разград;Razgrad
46927;7620;с.;Малък Преславец;Malak Preslavets;Главиница;Glavinitsa;Силистра;Silistra
46944;4194;с.;Малък чардак;Malak chardak;Съединение;Saedinenie;Пловдив;Plovdiv
46958;8743;с.;Мамарчево;Mamarchevo;Болярово;Bolyarovo;Ямбол;Yambol
46961;2168;с.;Манаселска река;Manaselska reka;Правец;Pravets;София;Sofia
46975;9224;с.;Манастир;Manastir;Провадия;Provadia;Варна;Varna
46989;4245;с.;Манастир;Manastir;Лъки;Laki;Пловдив;Plovdiv
46992;6390;с.;Манастир;Manastir;Хасково;Haskovo;Хасково;Haskovo
47007;7856;с.;Манастирица;Manastiritsa;Попово;Popovo;Търговище;Targovishte
47010;3354;с.;Манастирище;Manastirishte;Хайредин;Hayredin;Враца;Vratsa
47024;2288;с.;Манастирище;Manastirishte;Своге;Svoge;София;Sofia
47038;7285;с.;Манастирско;Manastirsko;Лозница;Loznitsa;Разград;Razgrad
47041;7292;с.;Манастирци;Manastirtsi;Лозница;Loznitsa;Разград;Razgrad
47055;6357;с.;Мандра;Mandra;Хасково;Haskovo;Хасково;Haskovo
47069;6585;с.;Мандрица;Mandritsa;Ивайловград;Ivaylovgrad;Хасково;Haskovo
47072;5363;с.;Маневци;Manevtsi;Трявна;Tryavna;Габрово;Gabrovo
47086;4137;с.;Маноле;Manole;Марица;Maritsa;Пловдив;Plovdiv
47096;8453;с.;Манолич;Manolich;Сунгурларе;Sungurlare;Бургас;Burgas
47101;6152;с.;Манолово;Manolovo;Павел баня;Pavel banya;Стара Загора;Stara Zagora
47113;4138;с.;Манолско Конаре;Manolsko Konare;Марица;Maritsa;Пловдив;Plovdiv
47127;5392;с.;Маноя;Manoya;Дряново;Dryanovo;Габрово;Gabrovo
47130;7967;с.;Манушевци;Manushevtsi;Антоново;Antonovo;Търговище;Targovishte
47144;6800;с.;Манчево;Manchevo;Момчилград;Momchilgrad;Кърджали;Kardzhali
47158;5070;с.;Марафелци;Marafeltsi;Елена;Elena;Велико Търново;Veliko Tarnovo
47161;9745;с.;Мараш;Marash;Шумен;Shumen;Шумен;Shumen
47175;5035;с.;Марговци;Margovtsi;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
47189;2870;с.;Марикостиново;Marikostinovo;Петрич;Petrich;Благоевград;Blagoevgrad
47202;8154;с.;Маринка;Marinka;Бургас;Burgas;Бургас;Burgas
47247;2867;с.;Марино поле;Marino pole;Петрич;Petrich;Благоевград;Blagoevgrad
47250;4365;с.;Марино поле;Marino pole;Карлово;Karlovo;Пловдив;Plovdiv
47227;5097;с.;Мариновци;Marinovtsi;Елена;Elena;Велико Търново;Veliko Tarnovo
47264;2044;с.;Марица;Maritsa;Самоков;Samokov;София;Sofia
47295;4108;с.;Марково;Markovo;Родопи;Rodopi;Пловдив;Plovdiv
47305;6247;с.;Марково;Markovo;Братя Даскалови;Bratya Daskalovi;Стара Загора;Stara Zagora
47319;9973;с.;Марково;Markovо;Каспичан;Kaspichan;Шумен;Shumen
47322;3133;с.;Марково равнище;Markovo ravnishte;Роман;Roman;Враца;Vratsa
47336;7058;гр.;Мартен;Marten;Русе;Ruse;Русе;Ruse
47342;6745;с.;Мартино;Martino;Кърджали;Kardzhali;Кърджали;Kardzhali
47353;3459;с.;Мартиново;Martinovo;Чипровци;Chiprovtsi;Монтана;Montana
