code;name;registration_code;registration_sub_code;registration_name
730;ЦВЕТАН ХРИСТОВ АТАНАСОВ;30;3;ЦВЕТАН ХРИСТОВ АТАНАСОВ
735;ЛУНА ЙОРДАНОВА ЙОРДАНОВА;30;25;ЛУНА ЙОРДАНОВА ЙОРДАНОВА
